Time,Channel A,Channel B
-1.630000000,3982.592292978,-13.462968121
-1.625000000,-2997.095340540,-2.028789380
-1.620000000,-4231.996316029,7.034435115
-1.615000000,-2512.182576702,-2.228273027
-1.610000000,-1650.862083068,6.025070355
-1.605000000,940.566973683,1.543452031
-1.600000000,1342.997249262,-5.874283986
-1.595000000,-2085.124895069,-5.880301253
-1.590000000,-2715.130878098,-4.856830647
-1.585000000,-4210.948568750,2.115517627
-1.580000000,3441.609242317,7.946529493
-1.575000000,4626.678864183,4.731432874
-1.570000000,-202.848513507,6.215818885
-1.565000000,2097.744197528,-11.299337559
-1.560000000,528.548393319,2.566448367
-1.555000000,6.984194000,2.881160772
-1.550000000,-3355.886103537,3.457069748
-1.545000000,-1707.863143896,-3.952584518
-1.540000000,-1022.529979982,-8.822010629
-1.535000000,3003.488078758,1.199708764
-1.530000000,801.821505592,3.084352719
-1.525000000,-1727.139182822,-1.367803227
-1.520000000,3155.821881585,0.963959260
-1.515000000,-2041.131156224,-5.746593639
-1.510000000,-98.503298688,-0.139890232
-1.505000000,-2023.675940329,-0.362055834
-1.500000000,3903.006790721,-2.481443448
-1.495000000,917.826333363,-9.861528640
-1.490000000,-2684.608436749,-7.656955242
-1.485000000,-826.962200501,-7.930332463
-1.480000000,-1560.311153453,-1.112719622
-1.475000000,-379.120274247,10.149413683
-1.470000000,-3348.359077332,3.450163016
-1.465000000,355.659741474,12.529794391
-1.460000000,-202.712528878,3.648412596
-1.455000000,894.385261718,-2.745612372
-1.450000000,-688.533805625,3.163102453
-1.445000000,-2272.136958703,4.840531162
-1.440000000,-318.804630773,-3.935288837
-1.435000000,5054.322786474,-8.798004323
-1.430000000,-1895.411214798,0.144415681
-1.425000000,489.162908090,11.421930679
-1.420000000,1567.536398309,-0.114815533
-1.415000000,-478.442532519,-4.554130103
-1.410000000,2845.932652670,3.792847759
-1.405000000,3692.344724146,6.818404689
-1.400000000,-89.099797801,-3.072027299
-1.395000000,-2409.821169090,5.847310393
-1.390000000,-161.709621320,4.640564339
-1.385000000,-0.850851337,8.271508602
-1.380000000,1399.762199668,-12.661418734
-1.375000000,2370.000061276,0.712594502
-1.370000000,2438.808823079,-1.715417787
-1.365000000,2368.825516955,-5.382934775
-1.360000000,1489.046090371,-2.746559637
-1.355000000,-4317.148297141,1.150643361
-1.350000000,-2135.444686838,-11.021822895
-1.345000000,-1291.512701836,-12.558687425
-1.340000000,-1706.896990669,7.525173501
-1.335000000,-1920.404024587,-0.667219632
-1.330000000,1510.446803775,-1.780715936
-1.325000000,-1970.388948298,-2.219315024
-1.320000000,-3500.571797430,1.434618472
-1.315000000,3876.948413566,-10.713457473
-1.310000000,1105.268955629,8.901622527
-1.305000000,469.321747082,15.812946520
-1.300000000,-2231.234195160,4.598757444
-1.295000000,156.605695598,3.607605295
-1.290000000,2085.327377500,5.593069102
-1.285000000,-1221.979170468,-2.444404538
-1.280000000,16.342240288,-2.722727781
-1.275000000,-2704.989810095,-1.918258976
-1.270000000,2101.281047326,-4.127337415
-1.265000000,199.920240580,-5.220153850
-1.260000000,169.408000986,1.664286035
-1.255000000,1349.741033856,-2.149923991
-1.250000000,1960.648478093,6.532295358
-1.245000000,-4039.881100162,4.602010345
-1.240000000,-3861.915456063,-8.678035480
-1.235000000,2673.301539796,3.669035215
-1.230000000,4588.658834604,4.635534812
-1.225000000,-1084.139701551,-1.065798946
-1.220000000,-822.319942898,1.909115180
-1.215000000,2582.345064651,-3.229189707
-1.210000000,3951.230199943,5.115550070
-1.205000000,960.899554897,3.832265463
-1.200000000,-999.105763484,-3.772614592
-1.195000000,96.110938696,-6.413350829
-1.190000000,3146.372493867,2.059516652
-1.185000000,-762.440397873,0.770237154
-1.180000000,727.370677853,-5.587382537
-1.175000000,3752.416500441,-7.223881948
-1.170000000,-1757.953093660,-0.409712490
-1.165000000,681.527908754,8.121582902
-1.160000000,3095.820520749,-5.430259078
-1.155000000,-1790.925758922,-2.204604114
-1.150000000,3964.924371137,5.403677124
-1.145000000,-3956.706075649,-0.369176448
-1.140000000,92.218314663,-4.271195169
-1.135000000,-797.210635382,0.803345371
-1.130000000,-392.323578756,-0.953726270
-1.125000000,129.804116746,-1.352280549
-1.120000000,-1291.594223389,3.582105427
-1.115000000,3669.633099021,5.611930214
-1.110000000,1033.698727404,1.825770934
-1.105000000,-941.913903866,-3.192931239
-1.100000000,1374.561521530,4.309607066
-1.095000000,1135.066005508,3.515180294
-1.090000000,2172.477407784,-2.154482109
-1.085000000,193.283742856,-10.738757541
-1.080000000,-3579.283842771,-0.096001910
-1.075000000,-1648.208123925,-3.319316079
-1.070000000,1883.541996823,-8.069958097
-1.065000000,-308.659887251,-1.418118672
-1.060000000,298.552056793,-4.644751765
-1.055000000,-31.076876501,-0.589976492
-1.050000000,-571.463207604,-4.919864980
-1.045000000,1544.690857024,7.558952994
-1.040000000,-1629.149540222,9.370223834
-1.035000000,-2878.808981620,5.171534948
-1.030000000,-2736.572863195,0.698929727
-1.025000000,-4016.490433600,8.272288881
-1.020000000,212.395277038,2.362471828
-1.015000000,3099.072044538,5.040796297
-1.010000000,-1083.096180133,-9.000052321
-1.005000000,-62.885283888,-0.066778439
-1.000000000,-913.689485993,4.980122708
-0.995000000,-1968.982285456,7.885843877
-0.990000000,2999.955246163,2.064752535
-0.985000000,-1414.586151845,-6.908504293
-0.980000000,-3642.060257429,-7.615767241
-0.975000000,1973.446785831,0.589476767
-0.970000000,-17.166556402,2.776144792
-0.965000000,623.052025365,4.991833728
-0.960000000,1572.761971018,5.901285759
-0.955000000,-606.145437665,-7.174472907
-0.950000000,-226.335681230,-5.861910326
-0.945000000,-2816.995175455,-15.950653673
-0.940000000,-962.418791673,-0.854851581
-0.935000000,-2434.661194460,11.031122645
-0.930000000,2232.903126329,-11.296642537
-0.925000000,-260.422114526,-16.655359985
-0.920000000,-288.427670281,-2.196175153
-0.915000000,1052.220485203,0.523511666
-0.910000000,-350.421983425,4.656742978
-0.905000000,4518.624162888,-8.065057382
-0.900000000,2101.594622486,16.937692103
-0.895000000,-926.635120540,-3.069125942
-0.890000000,-1022.852790470,2.219258006
-0.885000000,3353.881789307,-0.421573457
-0.880000000,1216.990670688,2.152147345
-0.875000000,463.099633429,2.334792649
-0.870000000,2982.075172518,0.426817731
-0.865000000,822.771923521,-4.124777035
-0.860000000,-516.565536392,7.545486184
-0.855000000,-4241.436937535,5.994484295
-0.850000000,1865.186280711,3.869768337
-0.845000000,1981.595388106,9.822694558
-0.840000000,-3606.259357914,-4.982517901
-0.835000000,-2950.726762865,-4.165312445
-0.830000000,285.945954174,6.513172769
-0.825000000,-4660.893946900,-5.469092921
-0.820000000,-2729.446865597,-0.445711820
-0.815000000,-2709.936657838,12.464100967
-0.810000000,-122.474020667,-7.086384211
-0.805000000,2972.409186199,7.635545756
-0.800000000,-856.401897234,-7.751549132
-0.795000000,-1738.090018072,-4.759912200
-0.790000000,-805.845830067,-1.495248441
-0.785000000,3868.801317395,-3.491494299
-0.780000000,-227.899492329,-5.036683993
-0.775000000,-3552.042330884,2.668412764
-0.770000000,1855.326406535,1.935166081
-0.765000000,-5582.159832802,2.349576574
-0.760000000,-3541.134240767,1.641724009
-0.755000000,400.640177116,1.196103126
-0.750000000,-774.622545672,-1.770210482
-0.745000000,736.185526879,2.257504900
-0.740000000,-1763.837377353,12.734428522
-0.735000000,3016.095546513,1.931287117
-0.730000000,-129.383131924,10.272227618
-0.725000000,1273.003083329,10.148735264
-0.720000000,-1182.697925025,4.430410921
-0.715000000,901.233793055,-3.623876439
-0.710000000,-223.538759947,4.817700758
-0.705000000,-3365.812530786,-2.297918387
-0.700000000,-2612.632095039,-0.060348499
-0.695000000,-1974.158806967,-2.016427012
-0.690000000,481.243971092,-9.994763907
-0.685000000,-695.119087743,-10.392756182
-0.680000000,-1759.701963495,7.663220552
-0.675000000,-1677.065623678,4.778425279
-0.670000000,2223.131976138,-0.182963084
-0.665000000,-1109.377185112,-9.539752852
-0.660000000,2871.523469687,0.465616391
-0.655000000,1183.907485856,-0.943305579
-0.650000000,-2877.683473769,13.540539928
-0.645000000,2782.126904742,-1.204071062
-0.640000000,963.805218948,2.828073689
-0.635000000,-403.040224699,3.057519671
-0.630000000,342.560278227,-4.097936410
-0.625000000,1165.696912898,-4.930243020
-0.620000000,1366.407761985,3.962820822
-0.615000000,1337.078236036,14.920380825
-0.610000000,-56.283507351,3.256431035
-0.605000000,-197.284844855,7.447844135
-0.600000000,-1308.062441980,19.578272034
-0.595000000,1737.133293521,-4.137355621
-0.590000000,-3189.629907877,7.296896168
-0.585000000,868.291087448,-1.436905176
-0.580000000,-1449.321494656,-9.425938002
-0.575000000,-538.066619226,0.379239181
-0.570000000,-1241.237158929,9.745714180
-0.565000000,718.426413413,-7.821516452
-0.560000000,232.199945391,-4.009906939
-0.555000000,-2300.984781055,-2.515132461
-0.550000000,371.314856852,-1.188770723
-0.545000000,-1843.153719248,-6.721446726
-0.540000000,-3178.892513647,-5.635995361
-0.535000000,1926.925116470,7.180336590
-0.530000000,2528.438727410,-5.343813913
-0.525000000,-4894.301493001,-5.316568862
-0.520000000,7.269724575,-1.878240868
-0.515000000,-259.752019685,6.740832327
-0.510000000,1717.733255314,13.303857844
-0.505000000,1380.051062502,-7.329003188
-0.500000000,1975.244962158,4.023892320
-0.495000000,-198.335927954,-1.446239791
-0.490000000,426.222831561,11.009667065
-0.485000000,2885.102532907,-12.589262068
-0.480000000,-1318.217548203,-5.914566599
-0.475000000,-2865.576753910,2.504300861
-0.470000000,446.466561330,4.985575159
-0.465000000,-559.114568713,2.946092873
-0.460000000,-316.206991001,-1.114919289
-0.455000000,1033.501765722,-4.650018629
-0.450000000,54.555248287,-8.868236795
-0.445000000,2296.143706190,-5.601947580
-0.440000000,5534.296495668,4.080498894
-0.435000000,1012.428904905,3.954795504
-0.430000000,-469.370879099,-7.091227189
-0.425000000,-2739.273659162,-0.676301779
-0.420000000,446.969144736,-3.083145145
-0.415000000,2577.751877250,-4.073477032
-0.410000000,772.741509745,-4.138020429
-0.405000000,-2229.348670889,-7.330400794
-0.400000000,2427.713138008,7.170292934
-0.395000000,910.588860216,-1.554035691
-0.390000000,2802.567499911,-4.452308649
-0.385000000,2953.851689029,-2.506136682
-0.380000000,1385.203684048,-0.479419778
-0.375000000,1009.823931923,17.218472135
-0.370000000,1273.446862040,-0.616493970
-0.365000000,960.809990409,0.969318665
-0.360000000,-3249.915239311,-1.594206859
-0.355000000,-2207.991043986,-7.277734471
-0.350000000,4394.407731653,2.021179014
-0.345000000,821.957081737,6.586797602
-0.340000000,1628.617160002,1.973065763
-0.335000000,-2178.160280176,-10.970359564
-0.330000000,-5351.870358585,-3.923864485
-0.325000000,-408.664482865,7.827152148
-0.320000000,-2459.047647839,6.223635219
-0.315000000,4269.485453070,-2.546071777
-0.310000000,-936.882912840,0.734199657
-0.305000000,2599.822610262,5.513822249
-0.300000000,3719.927096839,-5.702449405
-0.295000000,-403.065410364,-2.311868860
-0.290000000,-507.996717158,0.181166811
-0.285000000,-2145.984400249,9.789149041
-0.280000000,638.978913264,2.347161138
-0.275000000,-1779.367776849,-1.068880425
-0.270000000,-56.184660623,-1.598696708
-0.265000000,1318.683834417,-6.405471847
-0.260000000,-2332.559486748,1.744387301
-0.255000000,1771.247495676,-3.011376753
-0.250000000,947.583252668,10.746788898
-0.245000000,-112.044679432,6.227795250
-0.240000000,4.391755982,2.183462546
-0.235000000,1593.739901145,-3.108178561
-0.230000000,369.379075130,5.429214703
-0.225000000,-196.644384778,-3.185294880
-0.220000000,-158.756788648,7.636346441
-0.215000000,285.446940602,3.106061078
-0.210000000,2195.160687641,5.916400876
-0.205000000,268.357191618,7.257080642
-0.200000000,-1295.754133625,3.875760771
-0.195000000,-5174.886910388,-13.190960952
-0.190000000,-659.062461375,10.368856879
-0.185000000,-632.450878905,-2.487246742
-0.180000000,-478.711841311,4.177067068
-0.175000000,2129.628491940,-9.131167294
-0.170000000,-896.223959918,11.907780728
-0.165000000,2993.146270178,-1.740999727
-0.160000000,1622.201621412,8.787486005
-0.155000000,1173.146553901,-2.602275101
-0.150000000,4843.368103114,11.594127864
-0.145000000,4389.035757608,3.489555293
-0.140000000,3272.292158794,-0.685397892
-0.135000000,-1558.267882765,1.322231243
-0.130000000,-346.856553703,-9.070194308
-0.125000000,-2164.259018022,-4.147948793
-0.120000000,-770.921417774,5.783598287
-0.115000000,240.420573632,0.634747326
-0.110000000,-1308.637332926,0.356669133
-0.105000000,842.193900025,-3.685248440
-0.100000000,1227.081282499,-1.599428168
-0.095000000,2096.673720368,3.960495714
-0.090000000,409.486789647,3.816516169
-0.085000000,253.719907288,5.965125745
-0.080000000,-206.241022616,15.113959574
-0.075000000,-2141.505963732,-5.720397589
-0.070000000,-504.533932991,-0.932082389
-0.065000000,-693.477189298,13.617896892
-0.060000000,-873.885293087,-6.991764878
-0.055000000,-1165.593850974,11.354422653
-0.050000000,-614.653517226,-2.066234850
-0.045000000,2468.207950142,8.492936013
-0.040000000,460.415733099,0.747009505
-0.035000000,74.727340767,-9.550061053
-0.030000000,-1314.869238477,-4.027326848
-0.025000000,57.000026698,9.164694842
-0.020000000,-1365.400172983,3.054221099
-0.015000000,-899.193211349,15.070101373
-0.010000000,320.069918546,6.907603039
-0.005000000,-805.390182701,-4.476395998
0.000000000,-3037.323315492,-103.176837784
0.005000000,52584.243198751,-62.118674741
0.010000000,99267.904558924,16.177170975
0.015000000,148661.222342686,74.992647659
0.020000000,192507.649535124,138.743349138
0.025000000,234940.071424966,202.107624185
0.030000000,272307.351200270,274.574564273
0.035000000,314134.940413216,306.987429821
0.040000000,353217.004469243,375.496457647
0.045000000,380603.441347448,431.218959941
0.050000000,415700.140251565,484.088413118
0.055000000,448123.275705914,529.813115383
0.060000000,477376.961609963,587.829829693
0.065000000,502378.539599423,631.385316302
0.070000000,524924.990446164,672.347738408
0.075000000,549032.725303421,725.136129634
0.080000000,567599.170555981,772.775861393
0.085000000,587582.450707488,817.560842933
0.090000000,607874.162316287,863.773740121
0.095000000,622795.629406859,883.984966311
0.100000000,636656.680594466,913.577313490
0.105000000,653543.354184493,958.313217001
0.110000000,663159.524071103,993.553615447
0.115000000,673976.924331735,1022.665791510
0.120000000,685640.695848970,1044.558612246
0.125000000,695397.266419849,1067.629564460
0.130000000,697125.867375297,1105.162037281
0.135000000,706093.708771662,1127.148048519
0.140000000,701535.709681341,1153.595139919
0.145000000,710869.177713264,1146.510242099
0.150000000,715745.569337649,1176.441037114
0.155000000,715427.996080428,1184.178752806
0.160000000,713924.406433692,1187.664787640
0.165000000,717590.232900284,1207.068313133
0.170000000,716919.569494521,1212.158143631
0.175000000,712076.678852855,1216.821331863
0.180000000,715413.738559880,1229.300717890
0.185000000,711164.687984063,1217.075902368
0.190000000,710229.254287457,1224.302048265
0.195000000,701751.187548507,1215.270479119
0.200000000,702833.250538939,1231.573445698
0.205000000,697876.088983497,1234.651165997
0.210000000,694131.797011609,1224.982037961
0.215000000,692434.217343647,1208.358191639
0.220000000,684785.111028103,1211.680484925
0.225000000,683160.088451606,1216.304414317
0.230000000,675116.964022711,1217.138703054
0.235000000,675155.575769780,1203.840760042
0.240000000,667702.718354376,1196.951736725
0.245000000,665722.756544414,1186.429196977
0.250000000,660488.278942006,1199.737971606
0.255000000,658140.708096447,1200.367516016
0.260000000,655118.930769696,1199.073633555
0.265000000,653459.971318050,1184.940340292
0.270000000,649098.123411972,1193.973381336
0.275000000,650495.470844340,1186.695525423
0.280000000,647633.203890652,1184.579524231
0.285000000,645241.782153911,1190.441370425
0.290000000,647038.967002155,1187.229176935
0.295000000,646164.177743828,1192.899082725
0.300000000,643326.689278298,1199.629868687
0.305000000,641309.517519473,1199.624762356
0.310000000,648289.170942234,1210.236882102
0.315000000,647008.153128589,1207.318791319
0.320000000,648788.768897637,1224.209721493
0.325000000,658616.732120858,1233.182866398
0.330000000,657165.828052482,1250.990046818
0.335000000,661234.819225389,1260.033545455
0.340000000,666989.356940160,1272.784942829
0.345000000,672726.872368801,1289.499879218
0.350000000,674545.165933115,1312.534978441
0.355000000,679889.702535227,1334.899072826
0.360000000,685326.366998225,1349.054003896
0.365000000,695062.904255650,1372.891238387
0.370000000,697839.734392729,1402.298859014
0.375000000,702846.774432803,1437.011652268
0.380000000,710886.794133636,1443.575713822
0.385000000,718251.312499979,1457.681419993
0.390000000,722338.004447971,1482.881795090
0.395000000,733354.057745253,1516.281567019
0.400000000,737592.486051150,1555.167790458
0.405000000,746448.717201578,1563.361829243
0.410000000,751009.114540883,1598.987437064
0.415000000,760939.514842303,1623.383793718
0.420000000,764936.427245494,1655.425897110
0.425000000,775250.875251751,1679.560697825
0.430000000,778471.225001104,1714.093873883
0.435000000,784501.539550098,1723.683475580
0.440000000,787685.184534367,1765.594836874
0.445000000,795488.729375583,1777.672386183
0.450000000,800261.752912784,1816.453935223
0.455000000,808767.057279085,1827.780228415
0.460000000,810966.902712382,1865.050603383
0.465000000,812420.134189103,1893.376189139
0.470000000,821353.666789022,1903.916591998
0.475000000,819842.685055737,1926.943316923
0.480000000,822965.335597500,1955.853809847
0.485000000,827033.708111170,1965.942632764
0.490000000,828057.898859829,1998.968528267
0.495000000,827987.537445568,2006.174407436
0.500000000,829739.928056353,2027.060830036
0.505000000,831596.705237432,2048.173679125
0.510000000,833232.890076849,2046.615249259
0.515000000,831023.387575482,2055.290086497
0.520000000,826846.371199747,2068.393048546
0.525000000,828354.807984493,2072.442017154
0.530000000,824765.676682707,2075.099883871
0.535000000,822657.299145575,2075.894890035
0.540000000,816684.371462383,2090.105835923
0.545000000,814216.021768413,2091.883152138
0.550000000,808763.745364068,2080.985483385
0.555000000,804131.522412309,2091.994805200
0.560000000,802172.578692713,2099.243311713
0.565000000,796755.370755865,2088.386886044
0.570000000,793792.595667770,2066.722272413
0.575000000,783452.413077493,2071.967286824
0.580000000,779651.306188075,2075.793378648
0.585000000,769440.272549955,2078.544395000
0.590000000,764907.526211212,2053.121501266
0.595000000,761349.910064164,2049.593119570
0.600000000,756481.927954238,2035.701652546
0.605000000,749205.061839050,2018.811989966
0.610000000,741083.681891054,2010.615480086
0.615000000,736085.807836175,1984.863309405
0.620000000,725064.263000626,1982.268374984
0.625000000,720170.538685940,1977.847614110
0.630000000,716266.070976434,1959.979144215
0.635000000,707957.015661505,1947.806293511
0.640000000,701084.448114650,1907.371370625
0.645000000,694597.772678587,1914.304757077
0.650000000,692788.383790559,1901.224383865
0.655000000,685583.899621071,1888.685852940
0.660000000,674578.073992877,1865.534107083
0.665000000,673821.827847590,1854.589509062
0.670000000,673019.613404938,1846.655596217
0.675000000,664024.446043321,1837.577056101
0.680000000,662820.312442678,1815.690769084
0.685000000,660448.389966893,1813.500598219
0.690000000,657258.337624015,1819.094843025
0.695000000,649899.642870704,1807.060246166
0.700000000,654926.109274264,1796.158717691
0.705000000,655629.713477024,1788.672770029
0.710000000,651330.606271840,1781.453417494
0.715000000,648704.809215187,1773.006923153
0.720000000,651019.606372353,1773.380605680
0.725000000,656161.011607074,1771.003255790
0.730000000,653128.831706702,1779.578253824
0.735000000,651742.520623792,1770.307838120
0.740000000,656733.890744460,1780.530282213
0.745000000,657816.915657439,1782.164637573
0.750000000,660517.520716968,1789.520292322
0.755000000,661795.058010920,1813.943362986
0.760000000,663979.111037594,1814.845035781
0.765000000,672844.517268053,1813.900258317
0.770000000,678056.503107424,1828.006451872
0.775000000,679929.102802212,1832.122167789
0.780000000,685189.565195759,1844.546354294
0.785000000,688468.787965417,1866.946802610
0.790000000,690915.563980649,1874.732360962
0.795000000,695116.542537329,1894.643990500
0.800000000,703077.906415716,1897.621747345
0.805000000,705446.138875964,1903.776225887
0.810000000,714136.818304871,1936.012689889
0.815000000,713243.749399760,1948.491652559
0.820000000,721980.972383839,1967.629262348
0.825000000,726631.577060887,1990.173650415
0.830000000,731086.166024462,2001.016062731
0.835000000,735394.553655612,2003.418673089
0.840000000,740992.821002483,2043.200143194
0.845000000,742496.528112315,2051.200607478
0.850000000,748293.036797643,2065.251355233
0.855000000,752381.134990514,2082.988017052
0.860000000,755150.544200004,2108.419993831
0.865000000,761674.188462239,2114.026439275
0.870000000,764405.372989062,2131.457803195
0.875000000,766650.727194266,2130.936279080
0.880000000,771261.127942284,2145.785874776
0.885000000,771099.650598545,2159.142483844
0.890000000,771226.887448702,2184.188843793
0.895000000,772364.195221097,2193.479864643
0.900000000,775220.480314238,2204.734048658
0.905000000,777257.719651487,2213.709208082
0.910000000,771827.965198560,2214.069479811
0.915000000,777828.715480251,2225.042150788
0.920000000,773908.254956387,2240.724493062
0.925000000,774875.679157091,2228.813400171
0.930000000,776208.600267842,2233.359200836
0.935000000,770719.951871257,2237.195513800
0.940000000,768084.694236660,2245.415629097
0.945000000,765379.014712655,2238.359591012
0.950000000,765151.595575160,2238.929216073
0.955000000,758426.253260597,2237.171515315
0.960000000,754772.169068069,2238.510089841
0.965000000,751663.927658115,2231.142175779
0.970000000,745074.831743571,2214.970832652
0.975000000,745066.437962616,2213.924975780
0.980000000,738792.812325888,2213.424690699
0.985000000,733765.862171037,2198.549269222
0.990000000,730119.586864634,2186.814095640
0.995000000,723174.277091272,2176.939641814
1.000000000,720004.419743361,2164.090104056
1.005000000,714352.098764916,2160.003991719
1.010000000,712357.947229993,2135.428712629
1.015000000,703002.332297443,2128.558537765
1.020000000,699654.406987184,2107.883750321
1.025000000,693624.131946072,2111.076723850
1.030000000,690152.034326456,2083.586688898
1.035000000,681113.844955252,2066.453962981
1.040000000,676212.277751244,2046.799129367
1.045000000,673794.152015721,2056.258505775
1.050000000,667136.938067135,2033.318305547
1.055000000,663959.225874116,2005.792719801
1.060000000,661018.269812165,1997.292242197
1.065000000,656657.826123277,1993.495023801
1.070000000,649226.196512599,1969.941333563
1.075000000,648125.191108963,1961.657954761
1.080000000,643041.681298448,1944.998113912
1.085000000,639743.189631847,1942.166124748
1.090000000,639740.633449645,1925.159223503
1.095000000,633923.170150543,1917.755031347
1.100000000,630863.880657712,1915.834111241
1.105000000,634835.801076078,1902.417096911
1.110000000,631706.715591854,1899.810703363
1.115000000,628090.889770278,1894.752183699
1.120000000,626581.062189233,1885.453740429
1.125000000,629785.994459601,1879.798367744
1.130000000,621788.325119031,1878.106623084
1.135000000,627782.929554994,1871.298632556
1.140000000,631811.050783430,1871.936045270
1.145000000,629604.639999651,1871.050697709
1.150000000,633628.832169087,1857.929758210
1.155000000,638755.462405033,1874.291184576
1.160000000,638876.852213435,1875.941871723
1.165000000,641608.959467310,1877.661669875
1.170000000,634847.811759813,1879.002935999
1.175000000,644296.967841597,1887.571725097
1.180000000,646487.256726029,1872.993980296
1.185000000,650554.260016182,1900.947868142
1.190000000,655921.261779338,1906.652387171
1.195000000,661144.412346890,1920.028897288
1.200000000,661376.217265868,1926.963985802
1.205000000,663509.037305991,1938.298055394
1.210000000,666463.949386304,1939.718695721
1.215000000,669483.489554681,1952.684816586
1.220000000,675483.734776562,1974.714285604
1.225000000,678236.561185242,1983.247578077
1.230000000,680651.438311747,1989.800634487
1.235000000,688823.065643827,1995.450175419
1.240000000,688191.978009605,2027.313971386
1.245000000,697429.188271149,2020.812335552
1.250000000,700526.942356922,2046.012504131
1.255000000,701403.892142228,2057.166911400
1.260000000,705143.017025674,2073.930132496
1.265000000,708244.883895681,2063.474369182
1.270000000,710347.415665638,2092.215901622
1.275000000,716458.465198437,2098.397983763
1.280000000,718319.105677616,2118.283879753
1.285000000,711968.149515654,2122.333462320
1.290000000,718026.557366932,2128.251084207
1.295000000,718004.480835841,2139.951138192
1.300000000,725091.939228366,2143.336825823
1.305000000,718085.651353945,2167.687685434
1.310000000,723788.391306667,2167.162178344
1.315000000,724477.973220085,2169.316247571
1.320000000,723146.906379740,2173.224729697
1.325000000,723539.453180223,2173.303116100
1.330000000,720150.414938369,2185.260855967
1.335000000,722989.374950742,2178.627735731
1.340000000,721540.582642039,2182.027950800
1.345000000,719499.964800081,2189.256438410
1.350000000,717543.378914608,2176.720265045
1.355000000,713400.435537817,2174.331352487
1.360000000,714476.900730398,2174.540028756
1.365000000,710323.202904496,2165.994790938
1.370000000,704142.123925113,2171.846958499
1.375000000,699081.986137375,2156.260413364
1.380000000,700924.597088306,2144.065399939
1.385000000,695015.810240288,2152.671129888
1.390000000,690498.114259031,2142.657453416
1.395000000,688810.578571967,2119.346008331
1.400000000,686893.960785644,2109.094486545
1.405000000,677600.069225310,2109.051150851
1.410000000,677044.584441900,2107.433912870
1.415000000,671088.983851599,2081.626647199
1.420000000,665580.667027881,2078.955129918
1.425000000,663282.115239386,2076.152795548
1.430000000,655476.925006065,2054.513874164
1.435000000,655278.358633836,2035.910646515
1.440000000,652036.080964051,2023.482398793
1.445000000,651559.264453822,2010.552444880
1.450000000,641807.628041428,2023.037977574
1.455000000,639996.103885119,1996.044507164
1.460000000,637436.697324532,1973.089626738
1.465000000,632327.208349590,1969.279099539
1.470000000,626446.254371600,1955.189347356
1.475000000,625179.045162222,1955.086605314
1.480000000,622141.155479983,1936.726531186
1.485000000,615294.461072268,1934.134734036
1.490000000,618530.853551567,1905.804561649
1.495000000,616564.280806286,1901.391311020
1.500000000,614385.324875786,1892.188228624
1.505000000,608899.419468497,1885.538758978
1.510000000,611941.729844872,1875.332614354
1.515000000,607511.687513703,1874.032593744
1.520000000,603955.187999896,1863.687175311
1.525000000,606742.161168233,1850.243456295
1.530000000,604911.166825835,1854.967599947
1.535000000,606074.474380778,1846.581279005
1.540000000,610108.718281115,1846.215406670
1.545000000,603646.461502607,1844.861469756
1.550000000,608684.804934330,1847.145424580
1.555000000,609420.936875599,1851.308711377
1.560000000,610911.249008373,1846.601350616
1.565000000,610819.605644872,1845.439622144
1.570000000,608722.193217089,1849.970647637
1.575000000,610122.652081152,1836.625290247
1.580000000,611657.084384582,1846.916871698
1.585000000,613588.375999541,1858.114019109
1.590000000,617990.086265562,1858.956735663
1.595000000,621610.460377530,1871.059896654
1.600000000,625061.842697571,1884.515314748
1.605000000,628542.683987367,1870.638533012
1.610000000,630125.611516854,1885.301233417
1.615000000,635865.044586231,1886.347592231
1.620000000,636373.865926815,1910.873817484
1.625000000,635429.603956509,1913.069200469
1.630000000,642097.915736211,1920.465826690
1.635000000,643611.830939774,1923.651437429
1.640000000,646723.967039489,1935.745852099
1.645000000,650814.804201576,1952.581477241
1.650000000,656019.271578413,1962.006957328
1.655000000,656247.350404974,1961.435421000
1.660000000,658782.988314240,1970.055047600
1.665000000,661105.520878754,1980.993952107
1.670000000,664683.793737859,1998.757719470
1.675000000,665566.891610751,1987.320936459
1.680000000,664821.722528542,2000.393439130
1.685000000,667466.000850127,2029.910516500
1.690000000,673266.645245118,2027.604214826
1.695000000,674394.568626883,2033.309101984
1.700000000,675525.161214395,2038.831000978
1.705000000,677280.554913395,2050.696265044
1.710000000,675268.750354900,2037.089904908
1.715000000,677265.411185875,2051.257865613
1.720000000,677853.275936076,2058.707983145
1.725000000,673893.589327090,2071.620464819
1.730000000,680736.872601075,2064.684581121
1.735000000,678573.815587872,2069.568031896
1.740000000,678402.362037705,2073.471978591
1.745000000,674780.217169238,2080.936180864
1.750000000,672200.244842998,2070.837033854
1.755000000,670900.134942961,2072.268672030
1.760000000,671489.947243311,2085.919453219
1.765000000,665666.339471093,2066.488308495
1.770000000,668446.984826113,2064.566592087
1.775000000,665387.756173196,2057.867972165
1.780000000,663306.561261617,2063.652292623
1.785000000,659490.484170377,2048.765133880
1.790000000,656291.323716720,2054.758646250
1.795000000,651165.618042714,2053.422149687
1.800000000,646912.872362254,2034.809940748
1.805000000,650027.377704064,2024.721834614
1.810000000,642473.187956480,2012.136887093
1.815000000,637923.593701750,2024.983508551
